Country Name,Country Code,Series Name,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Comoros,COM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,72,79,85,82,80,81,77,75,74,76,75
Comoros,COM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,55.6,54,52.5,51.2,50,48.9,47.9,46.9,45.8,44.8,43.7
Comoros,COM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Comoros,COM,"Population, total",SP.POP.TOTL,654836,668056,681630,696192,711503,726682,741741,756669,771590,786578,802163
"Congo, Dem. Rep.",COD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.411,56.911,57.35,57.795,58.236,58.658,59.081,59.495,59.926,60.242,60.428
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,352.400398754692,372.514273875789,409.931424783784,460.370334930107,489.175952097319,495.826633014883,459.765036590388,431.052559128788,518.169626875371,504.00419142286,486.425572682256
"Congo, Dem. Rep.",COD,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.72224283,3.19435549,3.2215035,3.34057522,3.72520614,3.74785447,4.20027828,4.00057793,3.24127173,3.508039,3.97694445
"Congo, Dem. Rep.",COD,"School enrollment, primary (% gross)",SE.PRM.ENRR,92.0860977172852,93.5223922729492,98.2439804077148,99.9129028320312,103.857719421387,102.056510925293,..,..,111.488670349121,..,115.898292541504
"Congo, Dem. Rep.",COD,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,66,66,69,68,69,65,63,65,64,65,62
"Congo, Dem. Rep.",COD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,101.4,98.3,95.9,94.1,92.7,91.9,91.5,91.5,91.7,92.2,92.7
"Congo, Dem. Rep.",COD,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.3,1.2,1.2,1.1,1.1,1,1,0.9,0.9,0.9,0.9
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,68563038,70849311,73254618,75789395,78403242,81035531,83956415,87083398,90047644,92947442,95989998
"Congo, Rep.",COG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.731,62.286,62.662,62.969,63.349,63.662,63.911,64.203,64.472,63.152,64.391
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,2946.55798067708,3396.16505817952,3732.32737320389,3697.41705884249,3601.2365808718,2439.35189403696,2093.10728558843,2211.63309874797,2694.43413191427,2488.42466724916,1993.586671931
"Congo, Rep.",COG,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,1.85172856,1.75237322,1.90971065,1.94347155,1.97311735,2.45668483,2.59422994,2.36476016,1.75584984,2.34771276,4.01775074
"Congo, Rep.",COG,"School enrollment, primary (% gross)",SE.PRM.ENRR,109.023651123047,108.505096435547,105.514228820801,..,..,..,..,..,87.4621124267578,..,..
"Congo, Rep.",COG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,75,83,80,80,80,80,67,70,75,73,68
"Congo, Rep.",COG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,62.4,60,57.9,56.2,54.5,52.7,51,49.3,47.6,52.2,44.5
"Congo, Rep.",COG,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,3.4,3.4,3.3,3.3,3.3,3.2,3.2,3.2,3.2,3.2,3.2
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,4462290,4609724,4740450,4857099,4975880,5097581,5222536,5351011,5483118,5616661,5752791
Costa Rica,CRI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.354,79.624,79.925,80.189,80.231,80.407,79.988,79.994,80.09,80.296,79.725
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,8265.78820580299,9276.39109377477,10126.9991155066,10803.2401795009,10911.4978703456,11714.7106121672,12091.0301560892,12317.0902779911,12620.0207321581,12951.8588421841,12475.6852076814
Costa Rica,CRI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.02937698,8.12197781,7.78642273,7.68229342,7.66376209,7.59196186,7.31724358,7.04522991,7.28587723,7.2212491,7.82545757
Costa Rica,CRI,"School enrollment, primary (% gross)",SE.PRM.ENRR,109.92635345459,108.691719055176,107.544090270996,105.42813873291,104.007881164551,103.75464630127,104.599922180176,103.215171813965,105.513519287109,108.828872680664,108.293647766113
Costa Rica,CRI,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,83,83,90,91,95,93,93,96,94,95,95
Costa Rica,CRI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,10.5,10.2,9.8,9.5,9.2,9,8.9,8.9,9,9.1,9.3
Costa Rica,CRI,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5
Costa Rica,CRI,"Population, total",SP.POP.TOTL,4555962,4609833,4663934,4716147,4767119,4818038,4866998,4913177,4957818,4999553,5034320
Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.282,55.972,56.57,57.057,57.772,58.281,58.814,59.315,59.795,60.274,60.14
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,1553.54887048143,1596.62826565998,1546.9460184731,1786.15862031324,1991.36539423404,1814.71855088017,1862.59597081287,1964.29930338343,2130.86619381144,2141.76836170115,2179.72934832935
Cote d'Ivoire,CIV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.57494831,4.39700699,4.4273715,3.71773791,3.7310183,3.2198832,3.32101274,3.24693036,3.0916779,3.18916845,3.62327886
Cote d'Ivoire,CIV,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,73.5641637291114,78.2860585898227,80.7498463265361,83.7491033587174,85.262803745883,87.9691851681795,88.2052011132348,88.210939705148,88.4747670564693,88.6266598469541
Cote d'Ivoire,CIV,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,64,49,74,70,59,67,73,70,74,71,63
Cote d'Ivoire,CIV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,101.6,98.4,95.3,92,88.6,85.5,83,80.5,77.9,75.3,73
Cote d'Ivoire,CIV,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,3.6,3.4,3.2,3.1,2.9,2.7,2.6,2.5,2.3,2.2,2.1
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,22488065,22982000,23467078,23939775,24527395,25246342,25989405,26733372,27464173,28193009,28915449
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.4756097560976,76.7756097560976,77.1682926829268,77.5707317073171,77.7243902439024,77.2756097560976,77.9219512195122,77.7268292682927,77.919512195122,78.2243902439024,77.5243902439024
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,13729.7472872883,14691.591757962,13507.6349882758,14135.0903485872,14186.7712230471,12283.8750299177,12820.1872746645,13901.6498657787,15460.4560798984,15563.7354996625,14807.5559227544
Croatia,HRV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.94908857,7.62508154,7.63413,6.37271595,6.56612396,6.65548038,6.69167471,6.62803125,6.7136178,6.78699923,7.68352938
Croatia,HRV,"School enrollment, primary (% gross)",SE.PRM.ENRR,98.0708236694336,98.0935974121094,98.7156372070312,98.5737533569336,98.908317565918,99.4907684326172,98.7909393310547,99.2321090698242,98.8812103271484,99.0015106201172,99.4886703491211
Croatia,HRV,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,96,96,95,94,94,93,90,89,93,93,91
Croatia,HRV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,5.5,5.3,5.2,5.1,5,4.9,4.9,4.8,4.8,4.7,4.7
Croatia,HRV,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Croatia,HRV,"Population, total",SP.POP.TOTL,4295427,4280622,4260368,4233922,4201598,4151725,4106867,4041407,3988775,3949390,3914206
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.876,78.051,78.162,78.028,77.825,77.745,77.571,77.3,77.426,77.413,77.407
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,5272.26755824835,6104.46105236166,6470.83673392653,6828.36428245396,7146.70459051328,7727.91997207998,8110.55874283616,8610.60829605429,8911.46205998726,9232.26115935183,9605.27914559614
Cuba,CUB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.6880827,11.31298637,9.29940987,10.43099499,12.14121914,12.81404305,12.21769619,11.47201538,11.01842499,11.08501148,12.48641968
Cuba,CUB,"School enrollment, primary (% gross)",SE.PRM.ENRR,100.716090239417,100.29059454433,100.828907180724,100.721599181727,103.056327819824,103.193222045898,101.075891876156,100.561631481518,100.343380546441,100.80254602678,101.317432743321
Cuba,CUB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,99,99,99,99,99,99,99,99,99,98
Cuba,CUB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,6.2,6.1,6.1,6,6.1,6.1,6.3,6.4,6.6,6.9,7.2
Cuba,CUB,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.6
Cuba,CUB,"Population, total",SP.POP.TOTL,11297409,11301571,11303175,11298167,11285775,11275065,11265612,11247829,11227118,11202846,11176354
Curacao,CUW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.117,75.576,75.96,76.239,76.384,76.482,76.322,76.423,76.493,76.492,76.501
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,19847.2310127979,19426.326382752,19809.8223198624,19721.2921646576,19623.029993395,19361.8130008678,18944.0961493998,18938.2440469703,19119.1243941688,19220.6866958303,16299.8134688605
Curacao,CUW,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,..,175.821576412943,..,..,..,..,..,..,113.350877192982
Curacao,CUW,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..
Curacao,CUW,"Population, total",SP.POP.TOTL,148703,150831,152088,153822,155909,157980,159664,160175,159336,157441,155482
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.632,80.855,81.128,81.317,81.337,81.464,81.534,81.543,81.556,81.454,81.23
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,31105.02734375,32485.8046875,28991.9296875,27764.7265625,26993.095703125,23088.4296875,24280.044921875,26247.46484375,29120.38671875,29227.16796875,28130.330078125
Cyprus,CYP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.50055742,6.43139076,6.53638792,6.92774534,6.93137264,6.79382181,6.65254688,6.62192535,6.78446245,6.99843168,8.64796448
Cyprus,CYP,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.624328613281,101.200538635254,100.175346374512,99.9297714233398,98.8685607910156,99.0203475952148,98.9118804931641,99.4003524780273,100.864112854004,102.16837310791,102.275482177734
Cyprus,CYP,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,87,87,86,86,86,90,90,90,90,86,86
Cyprus,CYP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,3.2,3,2.8,2.7,2.6,2.5,2.5,2.6,2.7,3,3.3
Cyprus,CYP,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Population, total",SP.POP.TOTL,1127816,1146493,1165397,1183895,1201801,1219502,1237112,1254275,1270737,1286671,1302247
Czechia,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.4243902439025,77.8731707317073,78.0756097560976,78.1756097560976,78.8243902439024,78.5780487804878,79.0268292682927,78.9780487804878,79.0292682926829,79.2292682926829,78.2268292682927
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,20160.4355077059,22049.1080788682,20014.0354015165,20260.4954999375,20038.4163180257,17931.5987670768,18753.9686718096,20913.197632212,23705.9329811299,24062.7190013343,23472.8915454417
Czechia,CZE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.47836781,7.47281456,7.53974962,7.44831276,7.53919601,7.29346752,7.32258606,7.24190664,7.37173605,7.48754358,8.96995831
Czechia,CZE,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.036407470703,100.081001281738,99.3585815429688,98.7804794311523,97.6821594238281,96.9615478515625,96.9097595214844,97.2324905395508,98.2727584838867,99.2833023071289,99.7845306396484
Czechia,CZE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,98,98,98,99,99,99,98,97,96,92,94
Czechia,CZE,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,3.4,3.3,3.2,3.1,3.1,3.2,3.2,3.2,3.1,3,2.9
Czechia,CZE,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..
Czechia,CZE,"Population, total",SP.POP.TOTL,10474410,10496088,10510785,10514272,10525347,10546059,10566332,10594438,10629928,10671870,10697858
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.1,79.8,80.0512195121951,80.3,80.7,80.7024390243902,80.8536585365854,81.1024390243903,80.9536585365854,81.4512195121951,81.6024390243903
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,58104.5445594981,61809.737898222,58443.7747103968,61377.5940590412,62520.4509747011,53094.0133607574,54500.9260410217,57521.5514992225,61324.7665045565,59404.2663247723,60985.4885601514
Denmark,DNK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.59621811,10.39758492,10.53344631,10.29778957,10.31388664,10.3754549,10.28229332,10.1137991,10.14163208,10.18468761,10.69237614
Denmark,DNK,"School enrollment, primary (% gross)",SE.PRM.ENRR,100.18155670166,101.197456359863,101.51065826416,101.299331665039,101.176940917969,100.882141113281,101.041496276855,100.778030395508,100.749008178711,100.551002502441,100.459587097168
Denmark,DNK,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,85,87,90,89,90,91,94,97,95,96,94
Denmark,DNK,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.1,4.1,4.1,4.1,4.1,4.1,4,3.9,3.9,3.8,3.7
Denmark,DNK,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Denmark,DNK,"Population, total",SP.POP.TOTL,5547683,5570572,5591572,5614932,5643475,5683483,5728010,5764980,5793636,5814422,5831404
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.743,61.337,61.719,62.116,62.427,62.833,63.335,63.71,64.105,64.381,64.2
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,1213.23352553429,1306.34552844977,1400.19357858954,2075.94498424748,2214.62084142432,2376.12554719873,2510.4300076241,2618.95521147369,2718.08338799203,2837.16902340932,2844.88810647853
Djibouti,DJI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.35699701,3.37387872,3.29730988,2.91782117,2.95930099,3.3475771,2.74166131,2.47976375,2.530864,2.41347837,2.33861232
Djibouti,DJI,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,85,84,83,80,71,74,75,81,86,83,62
Djibouti,DJI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,75.5,73.4,71.3,69.2,67.2,65.2,63.2,61.2,59.4,57.5,55.7
Djibouti,DJI,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,2.5,2.4,2.2,2,1.9,1.7,1.6,1.5,1.4,1.3,1.2
Djibouti,DJI,"Population, total",SP.POP.TOTL,930251,948558,966747,984824,1002717,1020313,1037653,1054841,1071882,1088709,1105188
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.68,71.517,71.391,71.228,71.189,69.968,71.189,68.62,71.378,71.305,71.269
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,7549.61964680375,7705.40717248319,7528.51001990155,7822.21797211398,8131.74876096735,8282.59874702141,8802.56172041363,8224.64896571414,9215.3085405645,9491.14995962374,7827.74842680426
Dominica,DMA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.15711927,5.33450365,5.79509926,5.34749842,5.26141691,5.15941811,5.12308073,5.46245432,6.18495989,5.16903925,6.06806135
Dominica,DMA,"School enrollment, primary (% gross)",SE.PRM.ENRR,105.756985055231,107.474907554147,108.432130011989,109.373698097486,103.483055406132,103.668965517241,102.005850396991,109.576427255985,97.3663705781518,97.5702715578847,99.3255179058937
Dominica,DMA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,99,99,93,94,96,96,77,84,92,92
Dominica,DMA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,24.9,25.7,26.5,27.4,28.3,29.2,30.2,31.1,32.1,33,33.8
Dominica,DMA,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5
Dominica,DMA,"Population, total",SP.POP.TOTL,68859,69053,69118,69715,70373,70410,69606,68496,68174,67880,67573
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.039,72.496,72.817,73.038,73.145,72.982,72.889,73.37,73.555,73.112,72.636
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,5478.62470398954,5826.51014109195,6013.81965002603,6136.59429329301,6496.45166971142,6800.95309395474,7160.44200982307,7412.71571571512,7882.98221584944,8183.01623600375,7135.22273255899
Dominican Republic,DOM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.92896748,5.04506636,5.05897284,4.92594242,4.80942917,4.73534584,4.58582401,4.44562674,4.21765518,4.36808872,4.96490288
Dominican Republic,DOM,"School enrollment, primary (% gross)",SE.PRM.ENRR,110.497961182388,110.200677757395,108.469020139424,109.528244906823,108.064549120947,112.013491719354,110.70487684674,108.019439917331,105.858397882856,112.333610534668,105.925242398247
Dominican Republic,DOM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,81,82,82,77,82,84,79,80,85,90,76
Dominican Republic,DOM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,34.9,34.8,34.8,34.8,34.9,34.9,34.9,34.9,34.7,34.4,33.8
Dominican Republic,DOM,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1.2,1.2,1.1,1.1,1.1,1.1,1.1,1.1,1,1,1
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,9820175,9945621,10070411,10193833,10315528,10434829,10551430,10666843,10782053,10894043,11008300
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.188,75.179,75.486,75.832,76.141,76.222,76.094,76.22,77.248,77.286,72.004
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,4520.30959039763,5153.6916424375,5634.08393191094,6109.29031510341,6405.79979300441,5976.1596805651,5917.63771271481,6233.32244797718,6303.91886658338,6205.05765246766,5463.64515348598
Ecuador,ECU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.34925699,6.60509682,6.87859821,6.77866411,6.76601839,7.76786041,7.58817482,7.52484131,7.83364677,7.80878448,8.60608387
Ecuador,ECU,"School enrollment, primary (% gross)",SE.PRM.ENRR,108.529831519835,108.222664680389,105.657930195512,104.495253899633,105.59687272731,101.055189173942,98.960813930118,98.1861872199016,98.8828234359272,98.3159782205083,98.1163823787708
Ecuador,ECU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95,94,96,97,85,84,86,81,83,83,81
Ecuador,ECU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,19.1,18.2,17.4,16.6,15.9,15.3,14.8,14.4,14.1,13.8,13.6
Ecuador,ECU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Ecuador,ECU,"Population, total",SP.POP.TOTL,15076695,15326227,15572194,15807128,16035124,16266225,16505139,16759519,17049547,17340021,17546065
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.078,69.232,69.464,69.632,69.911,70.135,70.437,70.709,70.974,71.213,69.79
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,2455.08194645282,2590.64384891965,2996.0677072015,3025.52563552448,3133.39102265541,3306.98159414141,3270.6287768197,2395.10333299491,2484.70315630508,2962.98892023003,3511.11381026379
"Egypt, Arab Rep.",EGY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.15319157,4.35707569,4.45891809,4.6710043,4.77415323,5.06153202,5.07462406,5.34661913,4.74892998,4.5994668,4.15384626
"Egypt, Arab Rep.",EGY,"School enrollment, primary (% gross)",SE.PRM.ENRR,90.9477588784227,87.469737936967,91.8601632814812,91.5819650596849,89.1874065189482,..,90.1130487612999,90.6515125272044,92.6909066089532,94.2500854039165,95.6433012164233
"Egypt, Arab Rep.",EGY,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,96,96,93,96,93,92,95,94,94,95,94
"Egypt, Arab Rep.",EGY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,30.5,29.5,28.6,27.8,27.1,26.5,26,25.6,25.2,24.8,24.4
"Egypt, Arab Rep.",EGY,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,89196072,91093059,93161001,95333553,97528654,99597342,101644589,103696057,105682094,107553158,109315124
El Salvador,SLV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.909,71.192,71.42,71.225,71.144,70.952,70.908,71.007,71.384,71.725,70.244
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,3040.07300952878,3330.60049486653,3497.91256915509,3582.26694005169,3666.01248913873,3790.34089108162,3901.34014965811,4020.12671373919,4183.54620971358,4320.11671534627,3997.19279583709
El Salvador,SLV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.90416241,8.87645435,8.60625362,9.05235958,8.5989418,8.75833225,8.71456337,8.42286873,8.322752,8.80846119,8.95105076
El Salvador,SLV,"School enrollment, primary (% gross)",SE.PRM.ENRR,111.703523728467,110.558314695839,109.439958408779,107.756009020989,106.234750251213,104.056527416248,101.843930228579,98.3138463687883,96.8014948340295,91.6274097482467,90.6579425663395
El Salvador,SLV,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,92,89,93,94,96,97,98,89,87,96,84
El Salvador,SLV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,18.4,17.6,16.7,16,15.3,14.6,13.9,13.3,12.7,12.2,11.7
El Salvador,SLV,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.4
El Salvador,SLV,"Population, total",SP.POP.TOTL,6068249,6090127,6113975,6138839,6162955,6183676,6200800,6213533,6219807,6222318,6234673
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.344,58.827,59.301,59.784,60.228,60.635,61.081,61.481,61.915,62.297,62.141
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,13720.1658723222,17198.2136668275,17308.5723924575,16304.0713196418,15548.6624656619,9068.91003238645,7453.19797948517,7809.10465655488,8102.47084834031,6804.14923073888,5764.05502912947
Equatorial Guinea,GNQ,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,1.73363662,1.54309607,1.62290311,1.75622749,1.868559,2.45693421,2.97177482,2.86121631,2.92214823,3.27948833,3.70560718
Equatorial Guinea,GNQ,"School enrollment, primary (% gross)",SE.PRM.ENRR,56.0219993591309,54.6865997314453,54.9725494384766,..,..,47.5486488342285,..,..,..,..,..
Equatorial Guinea,GNQ,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,44,46,49,51,53,50,53,52,52,51,50
Equatorial Guinea,GNQ,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,109.4,105.6,102,98.6,95.3,92.1,89,86.1,83.2,80.7,77.9
Equatorial Guinea,GNQ,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,1189085,1241835,1293483,1346218,1399828,1453923,1508186,1562396,1616422,1670177,1716468
Eritrea,ERI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.665,64.231,64.697,65.005,65.517,65.909,66.242,66.612,66.979,67.306,66.98
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,539.699512069686,688.68165957684,..,..,..,..,..,..,..,..,..
Eritrea,ERI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.81866503,5.1622901,3.74245787,4.96813059,3.91432381,4.50776815,3.73838949,4.15359449,4.24748898,4.64806461,4.31117725
Eritrea,ERI,"School enrollment, primary (% gross)",SE.PRM.ENRR,73.636848449707,79.17431640625,82.6438980102539,92.6765518188477,83.275146484375,82.3669509887695,..,78.3494720458984,78.7916488647461,..,..
Eritrea,ERI,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95,96,98,94,90,97,95,93,93,93,93
Eritrea,ERI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,55.2,53.3,51.4,49.7,48.1,46.4,44.7,43.3,41.9,40.5,39.1
Eritrea,ERI,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,1,1,0.9,0.8,0.8,0.7,0.7,0.6,0.6,0.6,0.5
Eritrea,ERI,"Population, total",SP.POP.TOTL,2945186,2998485,3036988,3074360,3095173,3105546,3124698,3150347,3192760,3240194,3291271
Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.4292682926829,76.2292682926829,76.3268292682927,77.1414634146341,77.0341463414634,77.590243902439,77.6414634146342,78.0926829268293,78.2439024390244,78.6463414634147,78.5951219512195
